Time	LH_AnkleZ	LH_HipZ	LH_Knee	
0.64455	-0.66901	-0.1255735	-0.5111519	
0.6446	-0.6689147	-0.1255913	-0.5111289	
0.64465	-0.6687726	-0.1256057	-0.5110798	
0.6447	-0.6685786	-0.1256168	-0.5110049	
0.64475	-0.668328	-0.1256245	-0.5109043	
0.6448	-0.6680166	-0.1256291	-0.5107787	
0.64485	-0.6676406	-0.1256312	-0.5106288	
0.6449	-0.6671976	-0.1256312	-0.5104554	
0.64495	-0.6666853	-0.1256297	-0.5102594	
0.645	-0.6649539	-0.1256635	-0.510298	
0.64505	-0.6631882	-0.1256878	-0.5105236	
0.6451	-0.6614046	-0.1257272	-0.5108014	
0.64515	-0.6604965	-0.125766	-0.5110231	
0.6452	-0.6599717	-0.1258036	-0.5112043	
0.64525	-0.6598161	-0.1258387	-0.5113446	
0.6453	-0.6598178	-0.125871	-0.5114473	
0.64535	-0.6598192	-0.1258998	-0.5115176	
0.6454	-0.6598204	-0.1259244	-0.5115571	
0.64545	-0.659821	-0.1259441	-0.511567	
0.6455	-0.6597905	-0.1259591	-0.5115489	
0.64555	-0.6597189	-0.12597	-0.5115043	
0.6456	-0.6595991	-0.1259771	-0.5114338	
0.64565	-0.6594247	-0.1259811	-0.5113385	
0.6457	-0.659189	-0.1259816	-0.5112204	
0.64575	-0.6588857	-0.1259813	-0.5110816	
0.6458	-0.658511	-0.1259809	-0.5109225	
0.64585	-0.6580639	-0.12598	-0.5107419	
0.6459	-0.6575438	-0.1259774	-0.510538	
0.64595	-0.6559395	-0.1260104	-0.510579	
0.646	-0.6541455	-0.1260334	-0.5107917	
0.64605	-0.6523271	-0.1260682	-0.5110485	
0.6461	-0.6513658	-0.1260997	-0.5112484	
0.64615	-0.6507254	-0.1261288	-0.511408	
0.6462	-0.650406	-0.1261548	-0.511528	
0.64625	-0.6503762	-0.1261773	-0.5116094	
0.6463	-0.6503772	-0.1261961	-0.5116608	
0.64635	-0.6503781	-0.1262129	-0.5116858	
0.6464	-0.6503753	-0.1262263	-0.5116835	
0.64645	-0.6503456	-0.1262364	-0.5116546	
0.6465	-0.6502801	-0.1262432	-0.5115991	
0.64655	-0.6501704	-0.1262468	-0.511517	
0.6466	-0.6500087	-0.1262468	-0.5114087	
0.64665	-0.6497874	-0.1262443	-0.5112753	
0.6467	-0.6494999	-0.1262394	-0.5111173	
0.64675	-0.6491402	-0.1262327	-0.5109355	
0.6468	-0.6487032	-0.1262248	-0.510731	
0.64685	-0.6481831	-0.1262165	-0.5105091	
0.6469	-0.6464956	-0.1262406	-0.5105721	
0.64695	-0.644679	-0.1262664	-0.5107773	
0.647	-0.6428193	-0.1263041	-0.5110211	
0.64705	-0.6418563	-0.1263375	-0.5112086	
0.6471	-0.6411964	-0.1263676	-0.511355	
0.64715	-0.6408459	-0.1263944	-0.5114608	
0.6472	-0.6407828	-0.1264175	-0.5115272	
0.64725	-0.6407846	-0.1264377	-0.5115596	
0.6473	-0.6407856	-0.1264527	-0.5115625	
0.64735	-0.6407678	-0.1264628	-0.5115371	
0.6474	-0.6407241	-0.1264688	-0.5114846	
0.64745	-0.6406475	-0.126471	-0.5114055	
0.6475	-0.6405281	-0.1264698	-0.5113049	
0.64755	-0.6403578	-0.1264678	-0.5111815	
0.6476	-0.6401296	-0.1264645	-0.5110354	
0.64765	-0.6398371	-0.1264596	-0.5108656	
0.6477	-0.6394751	-0.1264523	-0.5106707	
0.64775	-0.6390375	-0.1264425	-0.5104508	
0.6478	-0.6370081	-0.1264501	-0.5104457	
0.64785	-0.6351573	-0.1264565	-0.5106148	
0.6479	-0.6332889	-0.1264791	-0.5108388	
0.64795	-0.6323879	-0.1264999	-0.5110047	
0.648	-0.6318977	-0.126519	-0.5111279	
0.64805	-0.6318102	-0.126535	-0.5112086	
0.6481	-0.6318124	-0.1265505	-0.5112544	
0.64815	-0.6318135	-0.1265634	-0.5112733	
0.6482	-0.6317497	-0.126573	-0.5112674	
0.64825	-0.6316721	-0.1265793	-0.5112336	
0.6483	-0.6315476	-0.1265828	-0.5111731	
0.64835	-0.6313816	-0.126583	-0.5110843	
0.6484	-0.631169	-0.1265796	-0.510967	
0.64845	-0.6309032	-0.1265727	-0.5108221	
0.6485	-0.630579	-0.1265626	-0.5106503	
0.64855	-0.6301907	-0.1265501	-0.5104527	
0.6486	-0.6297339	-0.1265359	-0.5102307	
0.64865	-0.6276487	-0.1265428	-0.5101754	
0.6487	-0.6257808	-0.126541	-0.5103247	
0.64875	-0.6239155	-0.1265561	-0.5105365	
0.6488	-0.6230421	-0.1265688	-0.5106933	
0.64885	-0.6226071	-0.1265816	-0.5108091	
0.6489	-0.6226009	-0.1265925	-0.5108825	
0.64895	-0.6226032	-0.1266037	-0.5109215	
0.649	-0.622605	-0.126611	-0.5109279	
0.64905	-0.6225491	-0.1266131	-0.5109051	
0.6491	-0.6224677	-0.1266117	-0.5108527	
0.64915	-0.6223398	-0.1266072	-0.5107722	
0.6492	-0.6221662	-0.1265991	-0.5106636	
0.64925	-0.6219409	-0.1265881	-0.5105281	
0.6493	-0.6216589	-0.1265744	-0.5103663	
0.64935	-0.6213146	-0.1265585	-0.510179	
0.6494	-0.6209007	-0.1265409	-0.5099721	
0.64945	-0.6204126	-0.1265247	-0.5097439	
0.6495	-0.6183191	-0.1265249	-0.5096869	
0.64955	-0.6164315	-0.1265202	-0.5098243	
0.6496	-0.6145449	-0.1265323	-0.5100219	
0.64965	-0.6136894	-0.1265417	-0.5101585	
0.6497	-0.6132902	-0.1265489	-0.5102499	
0.64975	-0.613292	-0.1265536	-0.5102983	
0.6498	-0.6132943	-0.1265598	-0.510313	
0.64985	-0.6132396	-0.1265619	-0.5103002	
0.6499	-0.6131799	-0.1265601	-0.5102577	
0.64995	-0.6130398	-0.1265551	-0.5101898	
0.65	-0.6128809	-0.1265467	-0.5100971	
0.65005	-0.6126586	-0.126537	-0.509981	
0.6501	-0.6123866	-0.1265252	-0.5098397	
0.65015	-0.6120597	-0.1265123	-0.5096729	
0.6502	-0.611676	-0.126496	-0.5094786	
0.65025	-0.6112298	-0.1264772	-0.5092574	
0.6503	-0.6107158	-0.1264566	-0.5090104	
0.65035	-0.6086897	-0.1264416	-0.509003	
0.6504	-0.6067961	-0.1264362	-0.5091326	
0.65045	-0.6048725	-0.1264479	-0.5093079	
0.6505	-0.6040691	-0.1264569	-0.5094234	
0.65055	-0.6037535	-0.1264642	-0.5094944	
0.6506	-0.6037557	-0.1264706	-0.5095256	
0.65065	-0.6037574	-0.1264787	-0.5095322	
0.6507	-0.6036505	-0.1264836	-0.5095155	
0.65075	-0.6036038	-0.1264848	-0.5094664	
0.6508	-0.6034518	-0.1264811	-0.5093907	
0.65085	-0.6032557	-0.1264733	-0.5092855	
0.6509	-0.6030077	-0.1264625	-0.5091521	
0.65095	-0.6027048	-0.1264489	-0.5089914	
0.651	-0.6023432	-0.1264325	-0.5088037	
0.65105	-0.6019182	-0.1264135	-0.5085898	
0.6511	-0.6014248	-0.1263926	-0.508351	
0.65115	-0.5993158	-0.1263759	-0.5082733	
0.6512	-0.5973932	-0.1263583	-0.508375	
0.65125	-0.5954732	-0.126359	-0.50854	
0.6513	-0.5946757	-0.1263583	-0.5086467	
0.65135	-0.5943969	-0.1263568	-0.508709	
0.6514	-0.5943994	-0.1263552	-0.5087315	
0.65145	-0.5944017	-0.1263535	-0.5087218	
0.6515	-0.5943063	-0.1263463	-0.5086836	
0.65155	-0.5942792	-0.1263353	-0.5086111	
0.6516	-0.5941326	-0.1263196	-0.5085121	
0.65165	-0.5939307	-0.1263004	-0.5083849	
0.6517	-0.5936762	-0.1262778	-0.5082293	
0.65175	-0.5933612	-0.1262521	-0.5080466	
0.6518	-0.5929819	-0.1262245	-0.5078385	
0.65185	-0.5925304	-0.1261939	-0.507607	
0.6519	-0.5919901	-0.1261636	-0.5073555	
0.65195	-0.5898723	-0.1261512	-0.5072861	
0.652	-0.587945	-0.1261375	-0.5074033	
0.65205	-0.586	-0.1261428	-0.5075623	
0.6521	-0.5850933	-0.1261462	-0.5076613	
0.65215	-0.5847675	-0.1261471	-0.5077116	
0.6522	-0.5847696	-0.1261476	-0.5077203	
0.65225	-0.5847666	-0.126143	-0.5077042	
0.6523	-0.5846519	-0.126134	-0.5076622	
0.65235	-0.5846532	-0.1261223	-0.5075841	
0.6524	-0.5845084	-0.1261076	-0.5074874	
0.65245	-0.5842509	-0.1260902	-0.507368	
0.6525	-0.5840811	-0.1260712	-0.507216	
0.65255	-0.5838038	-0.126048	-0.5070378	
0.6526	-0.5834283	-0.1260223	-0.5068337	
0.65265	-0.5829606	-0.1259932	-0.5066032	
0.6527	-0.5825459	-0.1259618	-0.5063425	
0.65275	-0.5820442	-0.1259283	-0.5060571	
0.6528	-0.5799971	-0.1258801	-0.5060742	
0.65285	-0.5780313	-0.1258582	-0.5061905	
0.6529	-0.5760351	-0.1258587	-0.5063435	
0.65295	-0.5749403	-0.1258615	-0.5064439	
0.653	-0.5745527	-0.125863	-0.5064943	
0.65305	-0.5745534	-0.1258664	-0.5065012	
0.6531	-0.5742316	-0.1258654	-0.5064902	
0.65315	-0.5742325	-0.1258638	-0.5064362	
0.6532	-0.5740019	-0.1258561	-0.5063589	
0.65325	-0.5740021	-0.1258457	-0.5062436	
0.6533	-0.5738291	-0.1258318	-0.5061046	
0.65335	-0.5735098	-0.1258138	-0.5059412	
0.6534	-0.5731485	-0.1257929	-0.505752	
0.65345	-0.572728	-0.125769	-0.5055376	
0.6535	-0.5722758	-0.1257426	-0.5052977	
0.65355	-0.5717747	-0.1257142	-0.5050336	
0.6536	-0.5696288	-0.1257091	-0.5049864	
0.65365	-0.5676552	-0.1257053	-0.5051026	
0.6537	-0.5656722	-0.1257167	-0.5052587	
0.65375	-0.5648271	-0.1257232	-0.5053503	
0.6538	-0.5645146	-0.1257265	-0.5053936	
0.65385	-0.5645153	-0.1257276	-0.5053945	
0.6539	-0.5645151	-0.125724	-0.5053684	
0.65395	-0.5644121	-0.1257154	-0.5053176	
0.654	-0.5643463	-0.1257016	-0.5052372	
0.65405	-0.5641865	-0.1256827	-0.5051308	
0.6541	-0.5640115	-0.1256605	-0.5049974	
0.65415	-0.5637869	-0.1256347	-0.5048406	
0.6542	-0.5635309	-0.1256066	-0.504659	
0.65425	-0.5632374	-0.1255775	-0.5044533	
0.6543	-0.5629044	-0.1255461	-0.5042217	
0.65435	-0.5625288	-0.1255126	-0.5039634	
0.6544	-0.562107	-0.1254769	-0.5036783	
0.65445	-0.561636	-0.1254389	-0.5033669	
0.6545	-0.5611132	-0.125399	-0.5030298	
0.65455	-0.5594953	-0.1253903	-0.5030619	
0.6546	-0.5574445	-0.125398	-0.50318	
0.65465	-0.5553398	-0.1254162	-0.5033231	
0.6547	-0.5541986	-0.1254302	-0.5034109	
0.65475	-0.553469	-0.1254412	-0.5034579	
0.6548	-0.5531467	-0.1254503	-0.5034643	
0.65485	-0.5531466	-0.1254575	-0.5034335	
0.6549	-0.5530915	-0.1254597	-0.5033767	
0.65495	-0.5529954	-0.1254564	-0.5032915	
0.655	-0.552862	-0.1254477	-0.5031775	
0.65505	-0.552692	-0.1254347	-0.503035	
0.6551	-0.5524842	-0.1254183	-0.5028651	
0.65515	-0.5522358	-0.1253988	-0.5026685	
0.6552	-0.5519435	-0.1253762	-0.5024455	
0.65525	-0.551604	-0.1253508	-0.5021966	
0.6553	-0.5512129	-0.1253235	-0.501923	
0.65535	-0.5507643	-0.125295	-0.5016294	
0.6554	-0.5502561	-0.1252665	-0.5013139	
0.65545	-0.5479831	-0.1252655	-0.5012558	
0.6555	-0.5458897	-0.1252655	-0.5013634	
0.65555	-0.5437794	-0.1252788	-0.5015088	
0.6556	-0.5426668	-0.1252885	-0.5015939	
0.65565	-0.5420847	-0.1252947	-0.5016307	
0.6557	-0.5420101	-0.1252965	-0.5016207	
0.65575	-0.5420107	-0.1252945	-0.5015799	
0.6558	-0.5419016	-0.1252865	-0.5015144	
0.65585	-0.5417857	-0.1252726	-0.5014208	
0.6559	-0.5415991	-0.1252536	-0.5013032	
0.65595	-0.5414	-0.1252328	-0.5011609	
0.656	-0.5411496	-0.125209	-0.5009928	
0.65605	-0.5408625	-0.1251817	-0.5007977	
0.6561	-0.5405355	-0.1251508	-0.5005751	
0.65615	-0.5401667	-0.1251173	-0.5003257	
0.6562	-0.539754	-0.1250808	-0.5000495	
0.65625	-0.5392944	-0.1250416	-0.4997471	
0.6563	-0.5387849	-0.1250005	-0.4994195	
0.65635	-0.5364671	-0.1249862	-0.4993031	
0.6564	-0.5343582	-0.1249704	-0.4993798	
0.65645	-0.5322441	-0.1249723	-0.499505	
0.6565	-0.5301823	-0.1249925	-0.4996235	
0.65655	-0.5291892	-0.1250124	-0.4996823	
0.6566	-0.5290889	-0.125028	-0.4996817	
0.65665	-0.5290894	-0.1250377	-0.4996527	
0.6567	-0.5287539	-0.1250395	-0.4996062	
0.65675	-0.5287546	-0.1250392	-0.4995167	
0.6568	-0.5285026	-0.1250324	-0.499406	
0.65685	-0.5281769	-0.1250199	-0.4992705	
0.6569	-0.5278915	-0.1250018	-0.4991063	
0.65695	-0.52748	-0.1249788	-0.4989185	
0.657	-0.5271399	-0.1249499	-0.4987019	
0.65705	-0.5267236	-0.1249191	-0.4984652	
0.6571	-0.5262831	-0.1248871	-0.4982063	
0.65715	-0.5258222	-0.1248515	-0.4979214	
0.6572	-0.5253435	-0.1248122	-0.4976098	
0.65725	-0.5231473	-0.1247877	-0.4975076	
0.6573	-0.5211172	-0.1247633	-0.4975583	
0.65735	-0.5190757	-0.1247531	-0.497645	
0.6574	-0.5176735	-0.1247417	-0.497685	
0.65745	-0.5167868	-0.1247257	-0.4976789	
0.6575	-0.5164087	-0.1247044	-0.4976277	
0.65755	-0.5164089	-0.1246779	-0.497537	
0.6576	-0.5164085	-0.1246459	-0.4974224	
0.65765	-0.5164085	-0.1246093	-0.4972822	
0.6577	-0.5164087	-0.1245678	-0.4971143	
0.65775	-0.5164087	-0.1245211	-0.4969179	
0.6578	-0.5164086	-0.1244707	-0.4966938	
0.65785	-0.5164083	-0.124416	-0.4964415	
0.6579	-0.5164077	-0.124358	-0.4961619	
0.65795	-0.5163998	-0.1242966	-0.4958554	
0.658	-0.5163697	-0.1242324	-0.4955229	
0.65805	-0.5163014	-0.1241663	-0.4951659	
0.6581	-0.5161786	-0.1240991	-0.4947853	
0.65815	-0.5159852	-0.1240312	-0.4943825	
0.6582	-0.513678	-0.1239774	-0.4943043	
0.65825	-0.5114852	-0.1239454	-0.4943681	
0.6583	-0.5092446	-0.1239368	-0.4944726	
0.65835	-0.5079173	-0.1239294	-0.4945239	
0.6584	-0.5073118	-0.1239191	-0.4945211	
0.65845	-0.5073124	-0.1239057	-0.4944682	
0.6585	-0.5072814	-0.123887	-0.4943904	
0.65855	-0.5070941	-0.123863	-0.4942906	
0.6586	-0.5070946	-0.1238373	-0.4941552	
0.65865	-0.5068532	-0.1238077	-0.4939991	
0.6587	-0.5067281	-0.123775	-0.493812	
0.65875	-0.5064183	-0.1237399	-0.4936069	
0.6588	-0.5061283	-0.123703	-0.4933755	
0.65885	-0.505754	-0.1236645	-0.4931211	
0.6589	-0.5053363	-0.123623	-0.4928402	
0.65895	-0.5048642	-0.1235794	-0.4925336	
0.659	-0.504334	-0.1235336	-0.4922012	
0.65905	-0.5037431	-0.1234855	-0.4918433	
0.6591	-0.5021449	-0.1234795	-0.4917949	
0.65915	-0.4999204	-0.1234794	-0.491856	
0.6592	-0.4976519	-0.1234871	-0.4919404	
0.65925	-0.4954051	-0.1235104	-0.492019	
0.6593	-0.4940607	-0.123533	-0.492045	
0.65935	-0.4934757	-0.1235498	-0.4920162	
0.6594	-0.4934762	-0.1235611	-0.4919397	
0.65945	-0.4932635	-0.1235643	-0.4918419	
0.6595	-0.492999	-0.1235598	-0.4917183	
0.65955	-0.4927004	-0.1235482	-0.4915678	
0.6596	-0.4923698	-0.1235297	-0.4913904	
0.65965	-0.492015	-0.123505	-0.4911859	
0.6597	-0.4916402	-0.1234746	-0.4909547	
0.65975	-0.491248	-0.1234391	-0.4907001	
0.6598	-0.4908435	-0.1234009	-0.4904219	
0.65985	-0.4904302	-0.1233593	-0.490119	
0.6599	-0.4900104	-0.1233126	-0.4897887	
0.65995	-0.4878255	-0.1232804	-0.4897143	
0.66	-0.4857438	-0.1232564	-0.4897443	
0.66005	-0.4836283	-0.1232429	-0.4897959	
0.6601	-0.4820913	-0.1232266	-0.4898044	
0.66015	-0.4810236	-0.1232039	-0.4897679	
0.6602	-0.4804324	-0.123174	-0.4896872	
0.66025	-0.480279	-0.1231372	-0.4895646	
0.6603	-0.4802785	-0.1230936	-0.4894138	
0.66035	-0.4802788	-0.1230456	-0.4892362	
0.6604	-0.4802794	-0.1229939	-0.4890317	
0.66045	-0.4802799	-0.1229363	-0.4887975	
0.6605	-0.4802802	-0.1228741	-0.4885343	
0.66055	-0.4802805	-0.1228067	-0.4882418	
0.6606	-0.4802805	-0.1227357	-0.4879214	
0.66065	-0.4802805	-0.1226605	-0.4875732	
0.6607	-0.4802803	-0.1225818	-0.487198	
0.66075	-0.4802795	-0.1225006	-0.4867972	
0.6608	-0.4802583	-0.1224178	-0.4863724	
0.66085	-0.4779608	-0.1223422	-0.4862426	
0.6609	-0.4757597	-0.1222879	-0.486248	
0.66095	-0.4735062	-0.1222584	-0.4862952	
0.661	-0.4723062	-0.1222302	-0.4862882	
0.66105	-0.4719442	-0.1221989	-0.4862262	
0.6611	-0.4719455	-0.1221676	-0.4861228	
0.66115	-0.4718144	-0.1221305	-0.4859994	
0.6612	-0.4717882	-0.1220884	-0.4858485	
0.66125	-0.4714951	-0.1220416	-0.4856791	
0.6613	-0.4714949	-0.1219927	-0.4854738	
0.66135	-0.4712715	-0.1219392	-0.4852501	
0.6614	-0.4709944	-0.1218827	-0.4850022	
0.66145	-0.47069	-0.1218236	-0.4847294	
0.6615	-0.4703385	-0.121761	-0.4844311	
0.66155	-0.4699444	-0.1216952	-0.4841072	
0.6616	-0.4695027	-0.121627	-0.4837584	
0.66165	-0.4690067	-0.1215584	-0.4833892	
0.6617	-0.4665968	-0.1215321	-0.4832675	
0.66175	-0.4643446	-0.1215123	-0.4832994	
0.6618	-0.4620607	-0.121507	-0.4833577	
0.66185	-0.460445	-0.1215005	-0.4833689	
0.6619	-0.4593707	-0.1214886	-0.4833318	
0.66195	-0.4588247	-0.1214703	-0.483248	
0.662	-0.4587185	-0.1214455	-0.483122	
0.66205	-0.4586602	-0.1214139	-0.4829673	
0.6621	-0.4586141	-0.1213758	-0.4827848	
0.66215	-0.4585719	-0.1213306	-0.4825758	
0.6622	-0.4585279	-0.1212816	-0.4823422	
0.66225	-0.4584797	-0.1212273	-0.4820817	
0.6623	-0.45842	-0.1211685	-0.4817943	
0.66235	-0.4583405	-0.1211044	-0.4814794	
0.6624	-0.4582311	-0.1210359	-0.4811379	
0.66245	-0.4580807	-0.1209639	-0.4807708	
0.6625	-0.4578783	-0.1208886	-0.4803786	
0.66255	-0.4576126	-0.1208108	-0.4799622	
0.6626	-0.4551223	-0.120751	-0.4797448	
0.66265	-0.4528355	-0.1207011	-0.479741	
0.6627	-0.4505298	-0.1206757	-0.4797866	
0.66275	-0.4492684	-0.1206521	-0.4797783	
0.6628	-0.4488472	-0.120625	-0.4797163	
0.66285	-0.4488486	-0.1205959	-0.479611	
0.6629	-0.4487167	-0.1205597	-0.4794841	
0.66295	-0.4486497	-0.1205171	-0.4793291	
0.663	-0.4483894	-0.120469	-0.4791528	
0.66305	-0.4483823	-0.1204168	-0.478942	
0.6631	-0.4481604	-0.1203592	-0.4787089	
0.66315	-0.4478993	-0.1202978	-0.4784502	
0.6632	-0.4476038	-0.120233	-0.4781686	
0.66325	-0.4472697	-0.1201663	-0.4778632	
0.6633	-0.446894	-0.1200975	-0.4775337	
0.66335	-0.4464737	-0.1200249	-0.4771777	
0.6634	-0.4460031	-0.1199496	-0.4767959	
0.66345	-0.4454772	-0.1198723	-0.476389	
0.6635	-0.4433378	-0.1198418	-0.4762845	
0.66355	-0.4410344	-0.1198203	-0.4762944	
0.6636	-0.4386766	-0.1198111	-0.4763166	
0.66365	-0.4369091	-0.1197994	-0.4762969	
0.6637	-0.4356198	-0.1197853	-0.4762361	
0.66375	-0.4348106	-0.1197656	-0.4761328	
0.6638	-0.4344376	-0.119739	-0.4759884	
0.66385	-0.4342944	-0.1197048	-0.47581	
0.6639	-0.4342201	-0.1196627	-0.4756013	
0.66395	-0.4341953	-0.1196129	-0.4753625	
0.664	-0.4341953	-0.1195563	-0.4750943	
0.66405	-0.4341952	-0.1194948	-0.4747987	
0.6641	-0.434195	-0.1194285	-0.4744763	
0.66415	-0.4341948	-0.1193568	-0.4741268	
0.6642	-0.4341883	-0.1192809	-0.4737514	
0.66425	-0.4341576	-0.1192019	-0.4733539	
0.6643	-0.4340883	-0.11912	-0.4729326	
0.66435	-0.4339643	-0.1190341	-0.4724869	
0.6644	-0.4316319	-0.1189659	-0.4724259	
0.66445	-0.4293179	-0.1189196	-0.4724301	
0.6645	-0.427805	-0.1188741	-0.4723898	
0.66455	-0.4269127	-0.1188257	-0.4723013	
0.6646	-0.4266065	-0.1187735	-0.4721684	
0.66465	-0.4266068	-0.1187197	-0.472	
0.6647	-0.4264506	-0.1186612	-0.471811	
0.66475	-0.4263395	-0.1185983	-0.4715941	
0.6648	-0.4261484	-0.1185309	-0.4713521	
0.66485	-0.4259422	-0.1184593	-0.4710829	
0.6649	-0.4256958	-0.1183833	-0.4707863	
0.66495	-0.4254065	-0.1183044	-0.4704638	
0.665	-0.425069	-0.1182223	-0.470115	
0.66505	-0.4246767	-0.1181372	-0.4697407	
0.6651	-0.4242205	-0.1180504	-0.4693448	
0.66515	-0.4217234	-0.118012	-0.4691972	
0.6652	-0.4193617	-0.1179842	-0.4691876	
0.66525	-0.416961	-0.1179716	-0.4692008	
0.6653	-0.4153055	-0.1179574	-0.4691675	
0.66535	-0.4142537	-0.1179377	-0.4690871	
0.6654	-0.4137692	-0.1179132	-0.4689647	
0.66545	-0.4136702	-0.1178833	-0.4688066	
0.6655	-0.4135777	-0.1178459	-0.4686222	
0.66555	-0.4134798	-0.1178017	-0.4684117	
0.6656	-0.4133737	-0.1177499	-0.4681736	
0.66565	-0.4132562	-0.1176923	-0.4679088	
0.6657	-0.4131257	-0.117628	-0.4676163	
0.66575	-0.4129783	-0.1175575	-0.4672965	
0.6658	-0.4128059	-0.1174831	-0.4669538	
0.66585	-0.4126053	-0.1174044	-0.4665849	
0.6659	-0.4123696	-0.1173202	-0.4661891	
0.66595	-0.4120897	-0.1172324	-0.4657678	
0.666	-0.4117567	-0.117142	-0.4653225	
0.66605	-0.4093551	-0.1170854	-0.4652087	
0.6661	-0.4070289	-0.117047	-0.4651896	
0.66615	-0.4058129	-0.1170028	-0.4651206	
0.6662	-0.4050554	-0.1169559	-0.465011	
0.66625	-0.4047368	-0.1169042	-0.464861	
0.6663	-0.4047082	-0.1168479	-0.4646757	
0.66635	-0.4046484	-0.1167852	-0.4644634	
0.6664	-0.4045595	-0.1167176	-0.4642248	
0.66645	-0.4044397	-0.1166444	-0.4639586	
0.6665	-0.4042843	-0.116567	-0.463666	
0.66655	-0.4040875	-0.116486	-0.4633474	
0.6666	-0.4038422	-0.1164014	-0.463005	
0.66665	-0.4035424	-0.1163139	-0.4626375	
0.6667	-0.4031812	-0.1162225	-0.4622445	
0.66675	-0.4027486	-0.1161292	-0.4618291	
0.6668	-0.402239	-0.1160343	-0.4613908	
0.66685	-0.4004016	-0.1159907	-0.4612806	
0.6669	-0.397986	-0.1159608	-0.4612505	
0.66695	-0.3966259	-0.1159227	-0.4611698	
0.667	-0.3955644	-0.115881	-0.4610513	
0.66705	-0.3948095	-0.1158349	-0.4608954	
0.6671	-0.3943231	-0.1157852	-0.4607069	
0.66715	-0.3940296	-0.1157313	-0.4604863	
0.6672	-0.3938165	-0.1156721	-0.4602361	
0.66725	-0.3936244	-0.1156077	-0.4599579	
0.6673	-0.3934303	-0.1155373	-0.4596512	
0.66735	-0.3932187	-0.1154624	-0.4593177	
0.6674	-0.392978	-0.1153835	-0.4589578	
0.66745	-0.3926963	-0.1153011	-0.4585745	
0.6675	-0.3923657	-0.1152159	-0.4581666	
0.66755	-0.3899188	-0.1151677	-0.4580357	
0.6676	-0.3875545	-0.1151321	-0.4580015	
