%time,field.layout.data_offset,field.data0,field.data1,field.data2
638995000000,0,0.0,0.0,1.0
638999000000,0,0.029970813542604446,0.013597294688224792,0.9854772686958313
638999000000,0,0.07759964466094971,0.035286352038383484,0.9623678922653198
638999000000,0,0.1340751349925995,0.061171337962150574,0.9349032044410706
639002000000,0,0.193365216255188,0.08858345448970795,0.9059811234474182
639008000000,0,0.25155109167099,0.11576328426599503,0.8774943351745605
639012000000,0,0.30625537037849426,0.14161060750484467,0.8506036996841431
639015000000,0,0.3561854362487793,0.16549228131771088,0.8259537816047668
639020000000,0,0.4007852077484131,0.18709787726402283,0.8038362860679626
639020000000,0,0.4399784207344055,0.20633353292942047,0.7843104600906372
639020000000,0,0.47398507595062256,0.22324511408805847,0.7672898173332214
639020000000,0,0.5031939744949341,0.23796379566192627,0.7526025772094727
639022000000,0,0.5280779600143433,0.250669002532959,0.7400323152542114
639027000000,0,0.5491339564323425,0.26156044006347656,0.729347288608551
639029000000,0,0.5668501257896423,0.2708425521850586,0.7203167676925659
639033000000,0,0.581684947013855,0.2787136137485504,0.7127217650413513
639039000000,0,0.5940563082695007,0.285359263420105,0.7063607573509216
639040000000,0,0.6043369174003601,0.29094910621643066,0.7010525465011597
639040000000,0,0.6128539443016052,0.29563525319099426,0.6966369152069092
639043000000,0,0.6198909282684326,0.29955220222473145,0.6929740905761719
639053000000,0,0.625691294670105,0.3028176426887512,0.6899431943893433
639057000000,0,0.6304360628128052,0.3055347502231598,0.6874492764472961
639060000000,0,0.6343117952346802,0.30779069662094116,0.6854007244110107
639068000000,0,0.6374735832214355,0.30966004729270935,0.683720588684082
639076000000,0,0.640049934387207,0.31120625138282776,0.6823444962501526
639078000000,0,0.6421470046043396,0.3124830722808838,0.6812188625335693
639078000000,0,0.6438531875610352,0.31353670358657837,0.6802986264228821
639086000000,0,0.6452400088310242,0.3144048750400543,0.6795471906661987
639096000000,0,0.6463662981987,0.31511926651000977,0.6789342164993286
639099000000,0,0.6472814679145813,0.31570735573768616,0.6784339547157288
639099000000,0,0.6480244398117065,0.3161908686161041,0.6780260801315308
639115000000,0,0.6486272215843201,0.3165879249572754,0.6776938438415527
639120000000,0,0.6491158604621887,0.3169136345386505,0.6774234175682068
639128000000,0,0.6495141983032227,0.31718331575393677,0.6772018074989319
639140000000,0,0.6498385667800903,0.31740623712539673,0.6770203709602356
639140000000,0,0.6501024961471558,0.31759020686149597,0.6768720746040344
639147000000,0,0.6503170132637024,0.3177418112754822,0.6767509579658508
639158000000,0,0.6504912376403809,0.31786656379699707,0.6766521334648132
639160000000,0,0.6505895256996155,0.3179786205291748,0.6765832901000977
639164000000,0,0.6506364941596985,0.3180778920650482,0.6765361428260803
639169000000,0,0.6506497263908386,0.3181648552417755,0.6765046119689941
639178000000,0,0.6506415605545044,0.31824037432670593,0.6764841675758362
639180000000,0,0.6506205797195435,0.31830549240112305,0.6764715313911438
639185000000,0,0.65052729845047,0.31838828325271606,0.6764780282974243
639190000000,0,0.6503937244415283,0.31847864389419556,0.676496148109436
639198000000,0,0.6502415537834167,0.31856992840766907,0.6765206456184387
639200000000,0,0.6500848531723022,0.31865787506103516,0.6765480041503906
639205000000,0,0.6499325633049011,0.31873998045921326,0.6765759587287903
639212000000,0,0.6497899889945984,0.31881487369537354,0.6766029596328735
639217000000,0,0.6496599912643433,0.3188820481300354,0.6766282320022583
639218000000,0,0.6495437026023865,0.31894150376319885,0.6766512393951416
639219000000,0,0.649386465549469,0.3190166652202606,0.6766831874847412
639230000000,0,0.6492112278938293,0.31909850239753723,0.6767192482948303
639235000000,0,0.6490329504013062,0.31918102502822876,0.6767562627792358
639238000000,0,0.6488609910011292,0.31926044821739197,0.6767922043800354
639238000000,0,0.6487008333206177,0.3193345367908478,0.6768258810043335
639239000000,0,0.648555338382721,0.3194020986557007,0.6768566370010376
639245000000,0,0.6484255194664001,0.31946268677711487,0.6768841743469238
639251000000,0,0.6483113169670105,0.31951627135276794,0.6769084930419922
639255000000,0,0.6482120156288147,0.3195631802082062,0.6769297122955322
639258000000,0,0.6481264233589172,0.31960389018058777,0.676948070526123
639260000000,0,0.6479560136795044,0.3196672201156616,0.6769881248474121
639261000000,0,0.6477411389350891,0.3197420835494995,0.6770398020744324
639266000000,0,0.6475087404251099,0.31982100009918213,0.6770963668823242
639269000000,0,0.6472762227058411,0.3198991119861603,0.6771534085273743
639274000000,0,0.6470543146133423,0.3199733793735504,0.6772082448005676
639279000000,0,0.6468490958213806,0.3200420141220093,0.6772592067718506
639281000000,0,0.6466636061668396,0.3201042115688324,0.6773055195808411
639282000000,0,0.6464987993240356,0.3201596736907959,0.6773468852043152
639288000000,0,0.6463543176651001,0.3202085494995117,0.677383303642273
639296000000,0,0.6460976600646973,0.32029426097869873,0.677446186542511
639298000000,0,0.6457836031913757,0.3203994929790497,0.6775226593017578
639298000000,0,0.6454485654830933,0.3205125033855438,0.6776041984558105
639308000000,0,0.6451160311698914,0.32062557339668274,0.6776852011680603
639317000000,0,0.6448002457618713,0.32073384523391724,0.6777622699737549
639319000000,0,0.6445093154907227,0.3208344876766205,0.6778333783149719
639324000000,0,0.6442470550537109,0.3209260106086731,0.6778976321220398
639334000000,0,0.6439014077186584,0.3210374414920807,0.6779839992523193
639339000000,0,0.643520176410675,0.3211566209793091,0.6780802011489868
639339000000,0,0.6431345343589783,0.3212755620479584,0.6781782507896423
639351000000,0,0.6427638530731201,0.3213892877101898,0.6782730221748352
639359000000,0,0.6424193978309631,0.32149484753608704,0.6783614754676819
639363000000,0,0.6418359279632568,0.3216685652732849,0.6785098910331726
639372000000,0,0.6411318182945251,0.32187768816947937,0.6786888837814331
639379000000,0,0.6403855681419373,0.32210013270378113,0.6788788437843323
639390000000,0,0.6396474838256836,0.32232144474983215,0.679067075252533
639399000000,0,0.6387644410133362,0.3225778043270111,0.679294228553772
639403000000,0,0.6376712918281555,0.3228873908519745,0.6795768737792969
639413000000,0,0.6364984512329102,0.3232172131538391,0.6798813939094543
639419000000,0,0.635330080986023,0.3235456347465515,0.680185854434967
639421000000,0,0.6340281963348389,0.32390204071998596,0.6805276870727539
639434000000,0,0.6327033042907715,0.32426080107688904,0.6808774471282959
639443000000,0,0.6314246654510498,0.32460567355155945,0.6812165379524231
639443000000,0,0.6302329897880554,0.32492703199386597,0.6815338134765625
639443000000,0,0.629149317741394,0.32521986961364746,0.6818233728408813
639443000000,0,0.6281818151473999,0.32548221945762634,0.6820827722549438
639455000000,0,0.6271538734436035,0.3257559835910797,0.6823585629463196
639463000000,0,0.6261354684829712,0.32602521777153015,0.6826322674751282
639473000000,0,0.6251694560050964,0.3262800872325897,0.6828924417495728
639481000000,0,0.624279797077179,0.32651498913764954,0.683132529258728
639493000000,0,0.6230797171592712,0.3268130421638489,0.6834577322006226
639501000000,0,0.6217426061630249,0.3271380066871643,0.6838213205337524
639503000000,0,0.6203816533088684,0.3274660110473633,0.6841925382614136
639509000000,0,0.619067907333374,0.3277818560600281,0.6845518946647644
639521000000,0,0.6178431510925293,0.3280765116214752,0.6848878264427185
639522000000,0,0.6163238883018494,0.3284226357936859,0.6853074431419373
639522000000,0,0.6146916151046753,0.3287862539291382,0.6857603788375854
639530000000,0,0.613063633441925,0.32914531230926514,0.6862137317657471
639536000000,0,0.6115122437477112,0.32948610186576843,0.6866472363471985
639538000000,0,0.6100786328315735,0.3298008143901825,0.6870490312576294
639538000000,0,0.6087828874588013,0.3300856351852417,0.687413215637207
639542000000,0,0.6076312065124512,0.3303394615650177,0.687737762928009
639547000000,0,0.6064097881317139,0.3306023180484772,0.6880823373794556
639555000000,0,0.6052007079124451,0.33085960149765015,0.6884240508079529
639563000000,0,0.603861391544342,0.3311396837234497,0.6888023018836975
639567000000,0,0.6025022864341736,0.3314220905303955,0.6891863346099854
639587000000,0,0.6011925339698792,0.3316938579082489,0.689556896686554
639597000000,0,0.599972665309906,0.33194729685783386,0.6899026036262512
639602000000,0,0.5986706018447876,0.3322153687477112,0.6902711391448975
639610000000,0,0.5973767042160034,0.33248114585876465,0.690637469291687
639622000000,0,0.5959667563438416,0.3327668309211731,0.691036581993103
639630000000,0,0.5945488214492798,0.33305278420448303,0.6914383769035339
639638000000,0,0.5931900143623352,0.33332663774490356,0.6918238997459412
639647000000,0,0.5915515422821045,0.33365166187286377,0.6922877430915833
639654000000,0,0.5898139476776123,0.33399492502212524,0.6927797198295593
639658000000,0,0.5880933403968811,0.33433493971824646,0.693267285823822
639679000000,0,0.5864610075950623,0.33465829491615295,0.6937304139137268
639686000000,0,0.5847539305686951,0.33499518036842346,0.6942144632339478
639694000000,0,0.5828810930252075,0.3353610634803772,0.6947453618049622
639702000000,0,0.5809899568557739,0.3357294797897339,0.6952818632125854
639702000000,0,0.5789574384689331,0.3361227512359619,0.695858359336853
639718000000,0,0.5769287347793579,0.33651477098464966,0.6964341998100281
639722000000,0,0.5749936699867249,0.3368891477584839,0.696984052658081
639731000000,0,0.5729566812515259,0.3372756242752075,0.6975643038749695
639742000000,0,0.57094806432724,0.33765313029289246,0.6981377601623535
639742000000,0,0.5690472722053528,0.3380087912082672,0.6986815333366394
